"NUM_CLIENT"	"SOLDE"
1264	0
1265	0
1266	-81
1267	-984,99
1268	0
1269	0
1270	-9995
1271	0
1272	0
1273	0
1274	0
1275	-84,034
1276	0
1278	0
1279	-2467
1280	0
1281	0
1282	-861,779
1283	-262,586
1284	0
1285	-2300,314
1286	0
1287	-9714,483
1288	-30000
1289	-346570,259
1290	-0,5
1291	0
1292	0
1293	0
1294	-646,307
1295	0
1296	0
1297	-1435,812
1298	-2265,103
1299	-2109,98
1300	0
1301	-0,192
1302	0
1303	0
1304	-0,455
1305	0
1306	0
1307	-969,065
1308	0
1309	-11,12
1310	0
1311	-947,647
1312	-1674,616
1313	0
1314	0
1315	-460,94
1316	0
1317	0
1318	-4003,813
1319	0
1320	0
1321	0
1322	0
1323	0
1324	0
1325	-6804,751
1326	-0,408
1327	-4030,174
1328	-195976,359
1329	0
1330	0
1331	-1212,685
1332	0
1333	246,095
1334	-2391,355
1335	0
1336	-13652,618
1337	-267,729
1338	0
1339	-671,202
1340	-2
1341	0
1342	-513,065
1343	-1,389
1344	0
1345	128,106
1346	-0,02
1347	-6857,869
1348	0
1349	157
1350	-482,719
1351	0
1352	0
1353	0
1354	0
1355	0,942
1356	0
1357	-1499,425
1358	-606,703
1359	-1100
1360	-2
1361	-19
1362	0
1363	0
1364	0
1365	0
1366	0
1367	-995,205
1368	0
1369	-1157,36
1370	0
1371	0
1372	-165
1373	0
1374	0
1375	0
1376	-2
1377	-72
1378	0
1379	577,8
1380	0
1381	0
1382	0
1383	0
1384	0
1385	-53,5
1386	0
1387	0
1388	-0,002
1389	-409,377
1390	0
1391	0
1392	-900,644
1393	0
1394	0
1395	0
1396	0,001
1397	0
1398	0
1399	0
1400	0
1401	-492,911
1402	0
1403	0
1404	0
1405	0
1406	-2327,725
1407	0
1408	-544,83
1409	-1,4
1410	0
1411	0
1412	-2,014
1413	-8099,758
1414	-91
1415	-67
1416	0
1417	-25
1418	-25
1419	0
1420	0
1421	0
1422	-3735,572
1423	-81
1424	-21
1425	-21
1426	0,393
1427	-6141,581
1428	-425,184
1429	0
1430	-823,333
1431	0
1432	0
1433	0
1434	0
1435	0
1436	0
1437	0
1438	0
1439	-1,43
1440	0
1441	-107
1442	0
1443	0
1444	580
1445	0
1446	0
1447	0
1448	-688,8
1449	0
1450	-1617,404
1451	0
1452	0
1453	-2
1454	0
1455	-0,855
1456	0
1457	-436826,65
1458	0
1459	0
1460	-10629,421
1461	0,416
1462	0
1463	-673,603
1464	0
1465	0
1466	0
1467	-2467
1468	0
1469	-1630,362
1470	-4686,604
1471	0
1472	0
1473	0
1474	-661,291
1475	-1017,177
1476	-1431,644
1477	-2543,483
1478	0
1479	0
1480	0
1481	940,077
1482	0
1483	0
1484	18941,376
1485	0
1486	-28,5
1487	-5
1488	0
1489	0
1490	-3228,726
1491	0
1492	0
1493	-222,852
1494	-8227,089
1495	-131,56
1496	8536,575
1497	0
1498	-605,296
1499	0
1500	1551,661
1501	0
1502	0
1503	0
1504	0
1505	-228,372
1506	0
1507	0
1508	0
1509	331,566
1510	-9839,2
1511	-76067,236
1512	0
1513	-5
1514	-512,712
1515	-8
1516	-21
1517	0
1518	0
1519	0
1520	0
1521	0
1522	0
1523	0
1524	0
1525	13941,102
1526	0
1527	0
1528	-2429,706
1529	0
1530	25651,506
1531	0
1532	124674,829
1533	0,793
1534	-1582,712
1535	0
1536	0
1537	0
1538	0
1539	0
1540	0
1541	0
1542	-1208,638
1543	0
1544	0
1545	-991,772
1546	0
1547	0
1548	-89312,649
1549	5887,169
1550	-1586,128
1551	3308,18
1552	-2231,5
1553	0
1554	-1119,521
1555	-0,072
1556	0
1557	-330,824
1558	0
1559	-2530,243
1560	0
1561	-1812,625
1562	0
1563	0
1564	-775,524
1565	-1033,791
1566	-5,243
1567	-1395,577
1568	0
1569	0
1570	0
1571	-1492,427
1572	0
1573	-0,103
1574	0
1575	-13349,986
1576	-1157,368
1577	0
1578	0
1579	0
1580	0
1581	0
1582	-25
1583	-25
1584	0
1585	0
1586	0
1587	-763,795
1588	0
1589	0
1590	0
1591	-0,003
1592	0
1593	-19887,228
1594	-15139,735
1595	0
1596	0
1597	0
1598	-0,755
1599	-776,95
1600	-0,214
1601	-0,057
1602	0,424
1603	0
1604	0
1605	0
1606	0
1607	0
1608	-0,841
1609	0
1610	-147,906
1611	-3091,768
1612	-222,924
1613	-3120,881
1614	0
1615	-0,11
1616	-4252,7
1617	1299,618
1618	0
1619	0
1620	0
1621	-444,518
1622	-0,07
1623	-299,521
1624	-2908,179
1625	-1931,268
1626	-4974,015
1627	-18,568
1628	0
1629	0
1630	0
1631	0
1632	0
1633	0
1634	0
1635	-2892,041
1636	0
1637	-27415,168
1638	-705,652
1639	0
1640	-35710,749
1641	4,947
1642	81,354
