"NUM_CLIENT"	"SOLDE"
1643	1087,544
1644	1655,89
1645	-26154,533
1646	-0,259
1647	0
1648	-35196,553
1649	0
1650	0
1651	0
1652	0
1653	-34591,217
1654	-0,805
1655	0
1656	0
1657	0
1658	0
1659	3883,146
1660	0
1661	2,374
1662	-1184,402
1663	-2071,435
1664	-101
1665	0
1666	-719,754
1667	0
1668	1,078
1669	-12,5
1670	-410,405
1671	0
1672	0
1673	6142,542
1674	0
1675	0
1676	-18307,505
1677	-1723,791
1678	-65266,36
1679	0
1680	0
1681	-1360,2
1682	0
1683	-574,2
1684	0
1685	0
1686	0
1687	0
1688	-621,236
1689	-719,256
1690	0
1691	-4782,542
1692	0
1693	0
1694	-1086,5
1695	0
1696	-878,436
1697	-1302,412
1698	0
1699	0
1700	-25
1701	0
1702	0
1703	0
1704	-1799,524
1705	1462,125
1706	0
1707	0
1708	0,02
1709	0
1710	0
1711	-530,028
1712	-528,03
1713	0
1714	-28649,84
1715	0
1716	6719,795
1717	-1844,64
1718	-8009,328
1719	-1139,8
1720	-2707,249
1721	-536,664
1722	0
1723	0
1724	-1705,345
1725	6,426
1726	-951,91
1727	0
1728	0
1729	-157,408
1730	95,455
1731	-3
1732	0
1733	0
1734	0
1735	-2257,056
1736	0
1737	-964,064
1738	0
1739	0
1740	0
1741	-0,001
1742	-0,015
1743	0
1744	-239,465
1745	-768,05
1746	0
1747	0
1748	-2284,102
1749	-8272,321
1750	0
1751	0
1752	0
1753	0
1754	-144
1755	0
1756	0
1757	0
1758	-523,559
1759	0
1760	0
1761	-33
1762	-1172911,86
1763	-21
1764	-5847,186
1765	-1588,513
1766	-735
1767	-301,254
1768	-5508,817
1769	0
1770	0
1771	0
1772	0
1773	-395
1774	0
1775	0
1776	0
1777	-43,5
1778	0
1779	-0,685
1780	0
1781	-121
1782	-25
1783	0
1784	0
1785	0
1786	0
1787	0
1788	0
1789	-4
1790	0
1791	0
1792	0
1793	0,64
1794	-3502,671
1795	0
1796	0
1797	0
1798	0
1799	0
1800	0
1801	0
1802	-320,694
1803	-2025,656
1804	0
1805	0
1806	0
1807	0
1808	0
1809	0
1810	0
1811	-2219,792
1812	-234,398
1813	-3000
1814	0
1815	-657,964
1816	0
1817	0
1818	-16335,36
1819	0
1820	0
1821	-804,458
1822	0
1823	0
1824	0
1825	0
1826	-3,551
1827	0
1828	0
1829	-29702,48
1830	0
1831	0
1832	-320,358
1833	0
1834	0
1835	0
1836	0
1837	0
1838	0
1839	0
1840	-440,68
1841	25
1842	0
1843	0
1844	0
1845	-34907,405
1846	1000,756
1847	0
1848	-1931,427
1849	0
1850	0
1851	-655,432
1852	0
1853	0
1854	-125,15
1855	-2341,213
1856	0
1857	0
1858	16,2
1859	0
1860	0
1861	0
1862	-121
1863	-99973,893
1864	-14239,2
1865	0
1866	-1031,626
1867	-383,78
1868	0
1869	0
1870	0
1871	0
1872	0
1873	0
1874	0
1875	0
1876	-1183,38
1877	0
1878	0
1879	0
1880	0
1881	0
1882	-2159,515
1883	-17851,543
1884	0
1885	0
1886	0
1887	0
1888	-27718,396
1889	-179,78
1890	-548,262
1891	-603,464
1892	0
1893	0
1894	-189,282
1895	-927,144
1896	0
1897	0
1898	-121
1899	0
1900	0
1901	-439,558
1902	0
1903	0
1904	0
1905	0
1906	-2241,304
1907	-39233,496
1908	-3,18
1909	0
1910	-1787
1911	-1037,717
1912	-7606
1913	0
1914	0
1915	-1575
1916	-4935
1917	-9930
1918	-495
1919	-375
1920	-375
1921	-375
1922	-495
1923	-375
1924	-89942,211
1925	0
1926	0
1927	-2483,43
1928	-1384,993
1929	0
1930	0
1931	0
1932	0
1933	0
1934	0
1935	-25
1936	550
1937	0
1938	0
1939	0
1940	0
1941	0
1942	0
1943	0
1944	20806,796
1945	-10,875
1946	0
1947	-6538,986
1948	1,315
1949	-1409,075
1950	0
1951	-8987,337
1952	0
1953	-402,387
1954	0
1955	-1941,801
1956	0
1957	0
1958	0
1959	0
1960	0
1961	0
1962	0
1963	27983,904
1964	-3375,736
1965	-4901,64
1966	0
1967	-846,475
1968	-1432,204
1969	-967,864
1970	0
1971	-185,997
1972	-467,8
1973	0
1974	0
1975	-10043,5
1976	0
1977	0
1978	-15835,937
1979	-887,195
1980	-62,007
1981	-7147,752
1982	-3,8
1983	0
1984	0
1985	0
1986	0
1987	-1502348,646
1988	0
1989	-1081,372
1990	0
1991	-5003
1992	-5003
1993	0
1994	-6502,4
1995	0
1996	0
1997	-1284,8
1998	-2,79
1999	-4,732
2000	0
2001	-1196,327
2002	2424,519
2003	0
2004	-3638,228
2005	-543,734
2006	0
2007	-35
2008	0
2009	0
2010	0
2011	-1307,14
2012	-2402,748
2013	-1,75
2014	-1,63
2015	-894,978
2016	-59,484
2017	-2467
2018	0
2019	0
2020	0
2021	-237
2022	-243
2023	0
2024	-228
2025	-129
2026	-129
2027	-19,5
2028	0
2029	0
2030	0
2031	-1696,8
2032	0
2033	0
2034	0
2035	0
2036	0
2037	0
2038	0
2039	-122,692
2040	-894,4
2041	0
2042	0
2043	0
2044	-356,28
2045	0
2046	-498,8
2047	-753,364
2048	0
2049	0
2050	-103
2051	0
2052	0
2053	401,595
2054	0
2055	0
2056	0
2057	-277,34
2058	0
2059	-2038,48
2060	0
2061	-573,958
2062	-287,539
2063	-5730,571
2064	0,928
2065	0
2066	-5198,938
2067	-931,876
2068	-3421,251
2069	0
2070	0
2071	0
2072	0
2073	-1415,625
2074	0
2075	0
2076	0
2077	-414,592
2078	0
2079	0
2080	0
2081	-1890,6
2082	-2994,21
2083	-1622,46
2084	-0,107
2085	-1459
2086	669
2087	11981,577
2088	-126,2
2089	-5405,799
2090	0
2091	0
2092	-4467,632
2093	0
2094	-434,171
2095	-600,01
2096	0
2097	0
2098	0
2099	-613,221
2100	-23766,921
2101	-1491,304
2102	0
2103	0
2104	0
2105	7607,687
2106	0
2107	-854,167
2108	42701,213
2109	-482,992
2110	0
2111	0
2112	-1008,562
2113	-614,833
2114	0
2115	-4837,104
2116	-181,34
2117	-11895
2118	0
2119	-2467
2120	0
2121	-599,13
2122	-34,5
2123	0
2124	-104,5
2125	0
2126	0
2127	0
2128	0
2129	-7050,365
2130	0
2131	30528,339
2132	0
2133	0
2134	-1941
2135	0
2136	-2,305
2137	0
2138	484,576
2139	0
2140	-450,36
2141	-3473,746
2142	-8575,061
2143	0
2144	-1678,908
2145	0
2146	0
2147	0
2148	0
2149	874,047
2150	2,788
2151	-2315,536
2152	0
2153	-1853,488
2154	0
2155	0
2156	0
2157	-19179,156
2158	-18413,509
2159	-23
2160	0
2161	0
2162	0
2163	0
2164	-733,292
2165	0
2166	-612,816
2167	-885,175
2168	0
2169	0
2170	-1219,436
2171	0
2172	0
2173	-227,391
2174	0
2175	0
2176	-163,774
2177	0
2178	0
2179	-822,092
2180	0
2181	0
2182	-16844,08
2183	0
2184	-834,657
2185	-2665,384
2186	0
2187	-453,429
2188	-1070,205
2189	0
2190	-1851,034
2191	0
2192	-103
2193	-3939,196
2194	0
2195	-916,2
2196	0
2197	-153
2198	-181,78
2199	-1104,341
2200	0
2201	0
2202	0
2203	0
2204	0
2205	0
2206	2,24
2207	0
2208	0
3316	0
3317	11,237
3318	0
3319	0
3320	0
3321	0
3322	0
3323	0
3324	0
3325	0
3326	0
3327	0
3328	0
3329	0
3330	0
3331	-115
3332	0
3333	0
3334	0
3335	0
3336	0
3337	0
3338	0
3339	0
3340	0
3341	-335,939
3342	0
3343	0
3344	0
3345	0
3346	0
3347	0
3348	0
3349	-2960,678
3350	0
3351	0
3352	0
3353	0
3354	0
3355	-3311,65
3356	0
3357	0
3358	0
3359	-26668,208
3360	-1474,534
3361	0
3362	-547,096
3363	-16,8
3364	0
3365	0
3366	0
3367	0
3368	0
3369	-2878,504
3370	0
3371	0
3372	0
3373	-14357,27
3374	-19989
3375	0
3376	0
3377	-4745,589
3378	0
3379	0
3380	-1215,654
3381	0
3382	-0,529
3383	-491,762
3384	-4506,048
3385	0
3386	0
3387	0
3388	-1716,6
3389	0
3390	-2752,494
3391	0
3392	0
3393	0
3394	0
3395	-421,108
3396	0
3397	0
3399	-149,16
3400	0
3401	-3593,232
3402	-0,067
3403	-99,772
3404	0
3405	0
3406	0
3407	-2467
3408	0
3409	-5034,795
3410	0
3411	0
3412	0
3413	-363,967
3414	-1000
3415	-4482,071
3416	-14770,304
3417	0
3418	0
3419	0
3420	-882,149
3421	0
3422	0
3423	-1388,681
3424	0
3425	-31
3426	0
3427	0
3428	-0,052
3429	0
3430	0
3431	0
3432	0
3433	0
3434	72,5
3435	72,5
3436	-1838,193
3437	0
3438	0
3439	3,501
3440	0
3441	-325,256
3442	0
3443	-88189,15
3444	-446,64
3445	0
3446	0
3447	0
3448	0
3449	0
3450	0
3451	0
3452	0
3453	0
3454	-1194,099
3455	12,685
3457	-455,08
3458	0
3459	-3757,548
3460	0
3461	0
3462	0
3463	0
3464	-69052,751
3465	-4272,024
3466	-4,083
3467	10182,232
3468	0
3469	0
3470	0
3471	0
3472	0
3473	0
3474	0
3475	-627,057
3476	-27
3477	0
3478	490,352
3479	0
3480	-0,213
3481	0
3482	-5303,131
3483	-0,001
3484	0
3485	0
3486	0
3487	-2397,615
3488	0
3489	-5038,944
3490	-469,599
3491	-1757,889
3492	-26,706
3493	-3679,191
3494	-5195,478
3495	0
3496	834,854
3497	0
3498	0
3500	0
3501	0
3502	0
3503	-499,258
3504	0
3505	0
3506	0
3507	-16197,146
3508	-39
3509	0
3510	-789,204
3511	0
3512	0
3513	0
3514	-1010,061
3515	-1144,216
3516	0
3517	0
3518	-535,611
3519	-22184
3520	0
3521	-378,724
3522	0
3523	0
3524	0
3525	0
3526	0
3527	-490,686
3528	-1447,19
3529	4640,434
3530	-3377,824
3531	17461,124
3532	-25,8
3533	0
3534	0
3535	0
3536	0
3537	0
3538	-379,926
3539	0
3540	-3734,409
3541	0
3542	0
3543	0
3544	0
3545	0
3546	53
3547	0
3548	0
3549	0
3550	0
3551	-1487,376
3553	2,01
3554	0
3555	-1935
3556	0
3557	0
3558	540,616
3559	690,766
3560	0
3561	0
3562	11671,854
3563	0
3564	-30
3565	0
3566	0
3567	-0,679
3568	0
3569	-26,6
3570	0
3571	0
3572	0
3573	0
3574	0
3575	0
3577	0
3578	0
3579	247,175
3580	0
3581	-3074,207
3582	0
3583	0
3584	0
3586	0
3587	0
3588	0
3589	-352,077
3590	0
3591	-0,101
3592	-2238,99
3593	-1804,496
3594	0
3595	0
3596	-1592,761
3597	-564,82
3598	0
3600	0
3601	0
3602	-926,976
3603	2420,783
3604	0
3605	0
3606	0
3608	0
3609	0
3610	0
3611	-3150,432
3612	0
3613	0
3614	-271,36
3615	-11786,66
3616	0
3617	0
3618	2420,783
3619	-1058,612
3620	0
3621	0
3622	0
3623	0
3624	0
3625	0
3626	-326,581
3627	-500
3628	0
3629	-1049,752
3630	0
3631	0
3632	-30017
3633	0
3634	56,223
3635	1424,583
3636	-2698,582
3637	-887,56
3638	0
3639	0
3640	0
3641	-27694,08
3642	0
3643	-3222,988
3644	-2431,983
3645	1203
3646	0
3647	297
3648	-488,857
3649	-336,2
3650	0
3651	-252,784
3652	0
3653	0
3654	0
3655	-100
3656	-508,066
3657	0
3658	0
3659	0
3660	0
3661	-2431,983
3662	-23245,005
3663	-650,711
3664	-3166,208
3665	-406627,378
3666	0
3667	-16319,847
3668	0
3669	-4369,548
3670	-2388,105
3671	0
3672	0
3673	-82245,439
3674	0
3675	0
3676	-103843,945
3677	0
3678	0
3679	-52118,542
3680	0
3681	-33600
3682	0
3683	0
3684	0
3685	0
3686	-2368,427
3687	-3154,655
3688	0
3689	0
3690	0
3691	-75961,75
3692	1,632
3693	0
3694	-1253,632
3695	0
3696	-345,92
3697	0
3698	0
3699	-356,096
3700	0
3701	-0,264
3702	0
3703	0
3704	-1032,784
3706	-2533,928
3707	0
3708	0
3709	-227288,042
3710	-1806
3711	0
3712	-135,713
3713	-4,28
3714	0
3715	0
3716	0
3717	0
3718	-706,706
3719	0
3720	0
3721	0
3722	0
3723	0
3724	0
3725	-38302,76
3726	0
3727	-1273,574
3728	-64958,47
3729	0
3730	0
3731	-8
3733	0
3734	-1459,378
3735	-749,116
3736	0
3737	0
3738	-477,256
3739	-304,133
3740	-5403,371
3741	0
3742	-2431,983
3743	0
3744	0
3745	0
3746	0
3747	0
3748	0
3749	0
3750	0
3751	0
3752	0
3753	0
3754	0
3755	0
3756	0
3757	0
3758	0
3759	-2335,6
3760	0
3761	0
3762	0
3763	0
3764	0
3765	0
3766	-3
3767	0
3768	-0,006
3769	-5290,197
3770	0
3771	0
3772	-1395,972
3773	0
3774	-450
3775	0
3776	0
3777	0
3778	0
3779	0
3780	0
3781	0
3782	0
3783	0
3784	0
3785	20
3786	0
3787	0
3788	-89,548
3789	0
3790	0
3791	-2819,8
3792	1102,724
3793	0
3794	0
3795	0
3796	0
3797	0
3798	0
3799	0
3800	0
3801	0
3803	-976,28
3804	0
3805	0
3806	0
3807	-1099,76
3808	-1192,508
3809	-2420,838
3810	0
3811	0
3812	0
3813	0
3814	-16819,8
3815	0
3816	-0,344
3817	-230,27
3818	0
3819	0
3820	0
3821	0
3822	0
3823	0
3824	0
3825	0
3826	-223,02
3827	0
3828	-257,142
3829	0
3830	0
3831	-155,787
3832	0
3833	0
3834	0
3835	0
3836	0
3837	0
3838	-375,684
3839	0
3840	-1177,2
3842	0
3843	0
3844	0
3845	-2,468
3846	-1119,363
3848	0
3849	0
3850	0
3851	0
3852	0
3853	0
3854	0
3855	0
3856	0
3857	-2085,045
3858	0
3859	-26039,78
3860	0
3861	0
3864	0
3865	-39537,994
3866	0
3867	0
3868	0
3869	0
3870	0
3871	0
3872	0
3873	-2
3874	0
3875	264,82
3876	0
3878	-249,402
3879	2,066
3881	0,077
3882	0
3883	0
3884	0
3885	0
3886	0
3887	0
3888	0
3889	0
3890	0
3891	-1258,761
3892	0
3893	1,167
3894	0
3897	0
3898	0
3899	0
3900	0
3901	0
3902	-481,412
3903	-0,464
3904	0
3905	0
3906	-2658,344
3907	-968,773
3908	0
3909	0
3910	0
3911	0
3912	0
3913	0
3914	-763,404
3915	-1464,351
3916	0
3917	0
3918	0
3919	0
3920	0
3921	0
3922	-839,895
3923	0
3924	0,503
3925	-3315,343
3926	0
3927	0
3928	0
3929	0
3930	0
3931	1,623
3932	0
3933	-1136,328
3934	0
3935	-330,36
3936	-2,654
3937	0
3938	0
3939	-358,625
3940	0
3941	0
3942	-903,388
3943	0
3944	-110904,742
3945	241,558
3946	0
3947	0
3949	-0,163
3950	0
3951	0
3952	0,48
3953	-1095,601
3954	0
3955	0
3956	0
3957	0
3958	0,721
3959	0
3960	0
3961	-58244,718
3962	0
3963	-157
3964	0
3965	0
3966	0
3967	0
3968	-881,967
3969	-45210,346
3970	-1352,804
3971	-2180
3972	0
3973	0
3974	0
3975	0
3976	0
3977	0
3978	-330,04
3979	0
3980	-2,324
3981	0
3982	0
3983	-4098,137
3984	0
3985	0
3986	0
3987	0
3988	0
3989	-509,216
3990	0
3991	0
3992	-426,254
3993	-26,163
3994	-10831,551
3995	0
3996	0
3997	0
3998	-27
3999	0
4000	0
4001	0
4002	0
4003	0
4004	0
4005	0
4006	0
4007	0
4008	0
4012	1255,606
4013	0
4014	0
4015	0
4016	0
4017	0
4018	-69,999
4019	-1712,232
4020	0
4021	0
4022	-171,281
4023	0
4024	0
4025	-1702,707
4026	0
4027	0
4028	-1840,807
4029	0
4030	0
4031	0
4032	0
4033	-1456,296
4034	0
4035	0
4036	0
4037	-1188,822
4038	0
4039	0
4040	-28988,8
4041	0
4042	0
4043	0
4044	0
4045	0
4046	0
4047	0
4048	0
4049	0
4050	0
4051	0
4052	0
4053	0
4054	0
4055	0
4056	0
4057	-1645,546
4058	0
4059	0
4060	0
4061	0
4062	0
4063	0
4064	0
4065	-915,362
4066	0
4067	-1310,029
4068	0
4069	-548,92
4070	-666,936
4071	0
4072	0
4073	-99386,525
4074	0
4075	10,08
4076	0
4077	-42644,526
4078	0
4079	0
4080	0
4081	-169819,33
4082	0
4083	0
4084	0
4085	-406,753
4086	0
4087	-138,999
4088	0
4089	0
4090	0
4091	0
4092	-3469,709
4093	0
4094	0
4095	0
4096	0
4097	0
4098	-1135,123
4099	0
4100	0
4101	0
4102	0
4103	0
4104	-21695,197
4105	-647,76
4106	0
4107	0
4108	0
4109	0
4110	0
4111	0
4112	0
4113	0
4114	0
4115	0
4116	0
4117	-1195,363
4118	0
4119	0
4120	0
4121	0
4122	0
4123	0
4124	0
4125	-120,304
4126	0
4127	0
4128	0
4129	0
4130	-57
4131	-27
4132	-1764,409
4133	-36875,838
4134	0
4135	0
4136	0
4137	0
4138	-2382,868
4139	-1384,524
4140	0
4141	0
4142	-303,319
4143	-2052,512
4144	0
4145	0
4146	0
4147	0
4719	-127
4720	-39
4721	0
4722	0
4723	0
4724	0
4725	0
4726	-78
4727	0
4728	0
4729	0
4730	0
4731	0
4732	-3636,499
4733	0
4734	0
4735	-400
4736	0
4737	0
4738	-221,4
4739	1
4740	0
4741	0
4742	-11917,56
4743	0
4744	0
4745	0
4746	0
4747	0
4748	-2530,058
4749	0
4750	0
4751	0
4752	0
4753	0
4754	-8252
4755	0
4756	0
4757	0
4758	0
4759	0
4760	0
4761	0
4762	0
4763	0
4764	0
4765	0
4766	0
4767	0
4768	-997,296
4769	0
4770	0
4771	0
4772	0
4773	0
4774	0
4775	-3,026
4776	0
4777	0
4778	0
4779	0
4780	0
4781	0
4782	0
4783	0
4784	-477,497
4785	700
4786	-38,704
4787	0
4788	0
4789	0
4790	-8768,753
4791	0
4792	0
4793	0
4794	0
4795	0
4796	0
4797	0
4798	0
4799	0
4800	0
4801	4,615
4802	0
4803	-585,4
4804	0
4805	0
4806	-824,55
4807	0
4808	-1896,316
4809	-2314,999
4810	0
4811	-2192,944
4812	0
4813	0
4814	0
4815	-418,284
4816	0
4817	0
4818	0
4819	-2945,896
4820	0
4821	0
4822	0
4823	0
4824	0
4825	0
4826	0
4827	0
4828	0
4829	0
4830	0
4831	0
4832	0
4833	-430,332
4834	0
4835	0
4836	0
4837	0
4838	0
4839	0
4840	0
4841	0
4842	0
4843	0
4844	0
4845	0
4846	0
4847	0
4848	0
4849	0
4850	0
4851	0
4852	0
4853	0
4854	0
4855	0
4856	0
4857	0
4858	0
4859	0
4860	0
4861	0
4862	0
4863	0
4864	0
4865	0
4866	-844,702
4867	0
4868	0
4869	0
4870	-353,53
4871	-2992,258
4872	-2110,83
4873	-1976,352
4874	-1015,058
4875	0
4876	-926,454
4877	-2223,786
4878	0
4879	-7229,056
4880	0
4881	-2424,178
4882	-579,894
4883	0
4884	0
4885	-193,96
4886	-47,232
4887	0
4888	-3519,8
4889	0
4890	0
4891	-1937,42
4892	0
4893	0
4894	0
4895	0
4896	0
4897	0
4898	0
4899	0
4900	0
4901	0
4902	0
4903	0
4904	0
4905	0
4906	0
4907	0
4908	0
4909	-22909,28
4910	0
4911	0
4912	0
4913	-382,089
4914	-312,1
4915	0
4916	0
4917	0
4918	0
4919	0
4920	0
4921	0
4922	0
4923	0
4924	0
4925	0
4926	0
4927	0
4928	0
4929	-943,737
4930	0
4931	-466,337
4932	0
4933	0
4934	0
4935	0
4936	0
4937	5,8
4938	0
4939	0
4940	0
4941	0
4942	0
4943	-3144,306
4944	0
4945	0
4946	0
4947	0
4948	0
4949	0
4950	0
4951	0
4952	0
4953	0
4954	0
4955	0
4956	-21194,4
4957	0
4958	-902,584
4959	0
4960	0
4961	0
4962	0
4963	0
4964	0
4965	0
4966	0
4967	0
4968	0
4969	0
4970	-27
4971	0
4972	0
4973	-1167,363
4974	0
4975	-569,74
4976	0
4977	-57
4978	-3857,928
4979	0
4980	0
4981	-677,824
4982	-127
4983	-9480
4987	-304,66
4993	-31,224
4996	0
5005	0
5012	-39511,603
5014	0
5015	-1964,984
5018	0
5021	0
5022	0
5025	0
5029	0
5042	1,32
5043	0
5045	0
5090	0
5097	0
5101	0
5103	0
5109	-708,6
5115	0
5116	0
5117	-5806,06
5118	-382,455
5119	0
5121	0
4148	0
4149	0
4150	0
4151	-757,31
4152	0
4153	0
4154	0
4155	0
4156	-3985,001
4157	0
4158	0
4159	0
4160	-3105,231
4161	-289,028
4162	0
4163	-400,899
4164	-6647,04
4165	-1398,611
4166	0
4167	0
4168	-3
4169	0
4170	0
4172	0
4173	-503,315
4174	0
4175	-5260,08
4176	0
4177	0
4178	0
4179	0
4180	-715,003
4181	-1,216
4182	-366,52
4183	-1316,72
4184	-291,26
4185	-524,626
4187	-1135,113
4188	-40,384
4189	-527,045
4190	0
4191	0
4192	0
4193	0
4194	-1712,232
4195	0
4196	-9199
4197	-2258,248
4198	0
4199	-2606,771
4200	0
4201	0
4202	0
4203	0
4204	-635,326
4205	0
4206	0
4207	0
4208	-1083,489
4209	-15000
4210	-3455,256
4211	0
4212	0
4213	-0,432
4214	0
4215	0
4216	-1084,846
4217	0
4219	-64,6
4220	0
4221	0
4222	0
4223	-714,284
4224	0
4225	0
4226	-9,617
4227	0
4228	-3083,404
5105	0
5106	0
5110	-29840
5111	0
5112	0
5083	-822,616
5084	-43
5085	0
5086	0
5087	0
5108	-320,413
5089	0
4300	-3131,139
3802	0
4986	0
4287	-1000
4988	-249,457
4990	-269,389
3585	-1463,371
4999	0
5002	-1758,671
5003	0
5004	0
5006	-246,847
5007	-86,881
5008	0
5009	0
5010	0
4706	0
4707	0
4708	0
4709	0
4710	0
4711	0,054
4712	0
4713	0
4714	0
4715	0
4716	0
4717	0
4718	0
4229	0
4230	0
4231	-685,09
4232	0
4233	-805,288
4234	0
4235	-378,634
4236	0
4237	0
4238	0
4239	0
4240	0
4241	-708,488
4242	-577,398
4243	0
4244	0
4245	0
4246	0,348
4247	0
4248	0
4249	0
4250	0
4251	0
4252	-1170,688
4253	0
4254	0
4255	-2743,413
4256	-358,958
4257	0
4258	0
4259	0
4260	0
4261	0
4262	0
4263	0
4264	0
4265	0
4266	0
4267	0
4268	0
4269	0
4270	0
4271	0
4272	0
4273	0
4274	0
4275	0
4276	-1246,217
4277	0
4278	-799,824
4279	0
4280	0
4281	0
4282	0
4283	-619,564
4284	0
4285	-216,864
4286	0
4288	0
4289	-597,204
4290	-285,12
4291	0
4292	0
4293	0
4294	0
4295	0
4296	0
4297	-545,83
4298	-2561,995
4299	-1802,235
4301	-261,96
4302	0
4303	0
4304	0
4305	0
4306	-2607,84
4307	0
4308	0
4309	0
4310	0
4311	0
4312	0
4313	0
4314	0
4315	0
4316	-1413,458
4317	0
4318	-29926,312
4319	-2402,124
4320	-54
4321	-434
4322	0,046
4323	20
4324	-10,06
4325	316,298
4326	0
4327	0
4328	0
4329	0
4330	0
4331	0
4332	-221,4
4333	0
4334	4,893
4335	0
4336	0
4337	-1,698
4338	-181,78
4339	-181,78
4340	0
4341	-70214,774
4342	-477,392
4343	-419,069
4344	0
4345	-14848,556
4346	0
4347	-1,792
4348	0
4349	-27
4350	-385,2
4351	0
4352	-0,647
4353	0
4354	0
4355	0
4356	0
4357	0
4358	0
4359	0
4360	-19,624
4361	0
4362	-869,094
4363	0
4364	0
4365	0
4366	0
4367	-482,6
4368	-1061,989
4369	0
4370	0
4371	0
4372	0
4373	0
4374	0
4375	0
4376	0
4377	0
4378	0
4379	-951,105
4380	0
4381	0
4382	0
4383	0
4384	0
4385	0
4386	0
4387	0
4388	-17834,936
4389	0
4390	0
4391	0
4392	0
4393	0
4394	-486,582
4395	0
4396	0
4397	-1363,702
4398	0
4399	0
4400	-157,636
4401	0
4402	-4491,481
4403	0
4404	0
4405	0
4406	-1450,298
4407	-2867,45
4408	0,524
4409	0
4410	0
4411	0
4412	-1026,3
4413	-1450,603
4414	0
4415	0
4416	0
4417	-610,928
4418	-2296,104
4419	0
4420	0
4421	0
4422	0
4423	0
4424	0
4425	-378,634
4426	0
4427	1448,115
4428	0
4429	0
4430	0
4431	0
4432	-249,4
4433	2,02
4434	0
4435	0
4436	0,755
4437	0
4438	0
4439	0
4440	-488,036
4441	0
4442	0
4443	0
4444	0
4445	0
4446	0
4447	-1380,6
4448	0
4449	-16069,542
4450	0
4451	0
4452	-934,851
4453	-1290,72
4454	-249,66
4455	-814,468
4456	0
4457	0
4458	0
4459	0
4460	0
4461	0
4462	-1027,067
4463	0
4464	0
4465	0
4466	0
4467	0,078
4468	-1353,444
4469	-519,898
4470	-5229,24
4471	-30
4472	0
4473	0
4474	0
4475	-3227,583
4476	-817,02
4477	-0,156
4478	0
4479	0
4480	0
4481	0
4482	0
4483	-1459,997
4484	-513,977
4485	-1793,502
4486	0
4487	0
4488	0
4489	-43
4490	0
4491	0
4492	0
4493	0
4494	0
4495	-274
4496	0
4497	-1170,632
4498	0
4499	0
4500	-2282,075
4501	-1576,118
4502	0
4503	0
4504	-1330,772
4505	0
4506	0
4507	0
4508	0
4509	-2668,643
4510	0
4511	-181,78
4512	0
4513	0
4514	0
4515	0
4516	0
4517	-307,284
4518	0
4519	0
4520	0
4521	0
4522	0
4523	0
4524	0
4525	0
4526	0
4527	0
4528	0
4529	-3
4530	0
4531	-802,713
4532	0
4533	0
4534	0
4535	0
4536	0
4537	-1123,208
4538	0
4539	-43
4540	0
4541	0
4542	0
4543	-1003,911
4544	-758,767
4545	0
4546	-1962,684
4547	0
4548	0
4549	0
4550	-600,84
4551	-4322,466
4552	33,867
4553	0
4554	0
4555	0,041
4556	0
4557	-403
4558	0
4559	-608
4560	0
4561	-40
4562	-66039,237
4563	0
4564	0
4565	0
4566	0
4567	-363,528
4568	0
4569	0
4570	0
4571	-0,868
4572	-532,398
4573	0
4574	-1924,895
4575	-270,494
4576	-4914,478
4577	0
4578	0
4579	0
4580	0
4581	0
4582	0
4583	-4459,573
4584	-327,291
4585	0
4586	0
4587	0
4588	0
4589	0
4590	0
4591	-438,462
4592	0
4593	0
4594	-169,612
4595	0
4596	0
4597	-300
4598	0
4599	0
4600	0
4601	-2483,52
4602	0
4603	-62576,884
4604	-585,936
4605	-1445,628
4606	-998,018
4607	0
4608	-1850,088
4609	0
4610	-467,072
4611	0
4612	-1023,42
4613	0
4614	-703,026
4615	0
4616	0
4617	-869327,765
4618	0
4619	0
4620	0
4621	-1544,35
4622	-393,421
4623	-5480,745
4624	0
4625	0
4626	0
4627	-846,808
4628	-3132,52
4629	0
4630	-1971,832
4631	-371,021
4632	-800,586
4633	-1428,272
4634	-966,223
4635	-1013,457
4636	-991,113
4637	0
4638	0
4639	-557,91
4640	-767,522
4641	0
4642	0
4643	0,3
4644	0
4645	-2502,134
4646	0
4647	-686,864
4648	0
4649	0
4650	0
4651	0
4652	0
4653	-3300,356
4654	0
4655	0
4656	0
4657	-167518,667
4658	0
4659	0
4660	0
4661	0
4662	0
4663	-15318,5
4664	-62310,294
4665	-1459,895
4666	-1134,198
4667	-2067,966
4668	0
4669	0
4670	0
4671	0
4672	0
4673	0
4674	0
4675	0
4676	-22947,63
4677	0
4678	0
4679	0
4680	-2848,52
4681	0
4682	0
4683	0
4684	0
4685	0
4686	0
4687	0
4688	0
4689	0
4690	0
4691	0
4692	0
4693	0
4694	0
4695	0
4696	0
4697	0
4698	0
4699	0
4700	0
4701	0
4702	0
4703	0
4704	0
4705	0
3862	1,068
3863	-419,741
3895	0
3896	0
3877	0,75
3552	0
3576	-3904,894
3847	-2150,861
3607	-1812,905
3398	0
3705	0
3456	-4693,195
3841	-8967,706
5037	0
5036	0
3599	-2956,486
4985	0
4992	0
4995	0
5040	0
5041	0
5044	0
5046	0
5047	0
5049	0
5051	0
5050	0
5058	-3590,034
5061	0
5072	0
5073	0
5076	-2800
5077	0
5091	0
5017	-4544,936
5080	-1855,294
5092	0
5093	0
