"NOM_BLOC"	"NUM_CLIENT"	"INDICE"	"DATE_MVT"	"LIBELLE"	"TYPE_PIECE"	"REFERENCE_PIECE"	"REFERENCE_INTERNE"	"DEBIT"	"CREDIT"
"pr_regelement"	2402	""	24/09/20	"Règlement Chèque : 5804733"	"Règlement"	"7350"	"7350"		252,497
"pr_regelement"	2572	""	25/09/20	"Règlement Espèce"	"Règlement"	"7351"	"7351"		23
"pr_regelement"	2574	""	28/09/20	"Règlement Espèce"	"Règlement"	"7352"	"7352"		462,644
"pr_regelement"	2575	""	28/09/20	"Règlement Chèque : 0001848"	"Règlement"	"7353"	"7353"		1155,027
"pr_regelement"	2663	""	08/12/20	"Règlement Espèce"	"Règlement"	"7689"	"7689"		267,8
"pr_regelement"	1530	""	19/12/20	"Règlement Traite"	"Règlement"	"7771"	"7771"		6109,654
"pr_regelement"	1530	""	19/12/20	"Règlement Traite"	"Règlement"	"7772"	"7772"		6109,654
"pr_regelement"	1413	""	19/03/21	"Règlement Chèque : 5495266"	"Règlement"	"8208"	"8208"		8333,333
"pr_regelement"	1413	""	19/03/21	"Règlement Chèque : 5495267"	"Règlement"	"8209"	"8209"		8333,333
"pr_regelement"	1971	""	01/04/21	"Règlement Espèce"	"Règlement"	"8317"	"8317"		400
"pr_regelement"	2731	""	01/04/21	"Règlement Espèce"	"Règlement"	"8318"	"8318"		62,293
"pr_regelement"	2724	""	02/04/21	"Règlement Chèque : 0000016"	"Règlement"	"8339"	"8339"		345
"pr_regelement"	2724	""	02/04/21	"Règlement Chèque : 0000017"	"Règlement"	"8340"	"8340"		345
"pr_regelement"	2724	""	02/04/21	"Règlement Chèque : 00000006"	"Règlement"	"8341"	"8341"		345
"pr_regelement"	2724	""	02/04/21	"Règlement Chèque : 00000007"	"Règlement"	"8342"	"8342"		345
"pr_regelement"	2724	""	02/04/21	"Règlement Chèque : 000000008"	"Règlement"	"8343"	"8343"		345
"pr_regelement"	2724	""	02/04/21	"Règlement Chèque : 000000009"	"Règlement"	"8344"	"8344"		345
"pr_regelement"	2724	""	02/04/21	"Règlement Chèque : 000000010"	"Règlement"	"8345"	"8345"		345
"pr_regelement"	2724	""	02/04/21	"Règlement Chèque : 0000013"	"Règlement"	"8346"	"8346"		345
"pr_regelement"	2724	""	02/04/21	"Règlement Chèque : 000000012"	"Règlement"	"8347"	"8347"		345
"pr_regelement"	2724	""	02/04/21	"Règlement Chèque : 000000013"	"Règlement"	"8348"	"8348"		345
"pr_regelement"	1548	""	09/03/21	"Règlement Traite"	"Règlement"	"8128"	"8128"		4200
"pr_regelement"	1548	""	09/03/21	"Règlement Traite"	"Règlement"	"8129"	"8129"		4200
"pr_regelement"	1548	""	09/03/21	"Règlement Traite"	"Règlement"	"8130"	"8130"		9633,894
"pr_regelement"	1548	""	09/03/21	"Règlement Traite"	"Règlement"	"8131"	"8131"		4200
"pr_regelement"	2643	""	09/03/21	"Règlement Chèque : 6758305"	"Règlement"	"8133"	"8133"		2680
"pr_regelement"	2643	""	09/03/21	"Règlement Chèque : 6758306"	"Règlement"	"8135"	"8135"		500
"pr_regelement"	2643	""	09/03/21	"Règlement Chèque : 6758307"	"Règlement"	"8137"	"8137"		500
"pr_regelement"	2643	""	09/03/21	"Règlement Chèque : 6758308"	"Règlement"	"8138"	"8138"		1000
"pr_regelement"	533	""	06/04/21	"Règlement Chèque : 5201383"	"Règlement"	"8362"	"8362"		1840,737
"pr_regelement"	533	""	06/04/21	"Règlement Chèque : 5201384"	"Règlement"	"8363"	"8363"		1836
"pr_regelement"	533	""	06/04/21	"Règlement Chèque : 5201385"	"Règlement"	"8364"	"8364"		1836
"pr_regelement"	1333	""	07/04/21	"Règlement Chèque : 7303597"	"Règlement"	"8366"	"8366"		246,095
"pr_regelement"	2067	""	13/04/21	"Règlement Chèque : 2263572"	"Règlement"	"8386"	"8386"		1343,297
"pr_regelement"	2064	""	15/04/21	"Règlement Chèque : 000000068"	"Règlement"	"8396"	"8396"		611
"pr_regelement"	2551	""	29/04/21	"Règlement Espèce"	"Règlement"	"8456"	"8456"		500
"pr_regelement"	863	""	12/04/21	"Règlement Chèque : 4000758"	"Règlement"	"8382"	"8382"		2380,992
"pr_regelement"	2626	""	12/04/21	"Règlement Chèque : 0000753"	"Règlement"	"8383"	"8383"		153,98
"pr_regelement"	853	""	16/04/21	"Règlement Chèque : 5977473"	"Règlement"	"8397"	"8397"		1246,014
"pr_regelement"	495	""	23/04/21	"Règlement Chèque : 6800087"	"Règlement"	"8419"	"8419"		717,406
"pr_regelement"	1561	""	21/04/21	"Règlement Chèque : 8833361"	"Règlement"	"8408"	"8408"		700
"pr_regelement"	495	""	23/04/21	"Règlement Chèque : 6800088"	"Règlement"	"8420"	"8420"		717,406
"pr_regelement"	2017	""	23/04/21	"Règlement Chèque : 7661004"	"Règlement"	"8421"	"8421"		616,75
"pr_regelement"	2017	""	23/04/21	"Règlement Chèque : 7661005"	"Règlement"	"8422"	"8422"		616,75
"pr_regelement"	2017	""	23/04/21	"Règlement Chèque : 7661006"	"Règlement"	"8423"	"8423"		616,75
"pr_regelement"	2017	""	23/04/21	"Règlement Chèque : 7661007"	"Règlement"	"8424"	"8424"		616,75
"pr_regelement"	2823	""	24/04/21	"Règlement Chèque : 0000167"	"Règlement"	"8436"	"8436"		1000
"pr_regelement"	2823	""	24/04/21	"Règlement Chèque : 0000166"	"Règlement"	"8435"	"8435"		2000
"pr_regelement"	2823	""	24/04/21	"Règlement Chèque : 0000168"	"Règlement"	"8437"	"8437"		1000
"pr_regelement"	2823	""	24/04/21	"Règlement Chèque : 0000170"	"Règlement"	"8438"	"8438"		319,136
"pr_regelement"	1772	""	08/05/20	"Règlement Chèque : 0000379"	"Règlement"	"6678"	"6678"		1354,774
"pr_regelement"	1279	""	08/05/20	"Règlement Chèque : 0000142"	"Règlement"	"6679"	"6679"		142,439
"pr_regelement"	541	""	08/05/20	"Règlement Chèque : 0001322"	"Règlement"	"6680"	"6680"		1015,77
"pr_regelement"	2403	""	09/05/20	"Règlement Virement"	"Règlement"	"6681"	"6681"		123
"pr_regelement"	927	""	11/05/20	"Règlement Chèque : 0378900"	"Règlement"	"6682"	"6682"		950
"pr_regelement"	927	""	11/05/20	"Règlement Chèque : 0398051"	"Règlement"	"6683"	"6683"		944,805
"pr_regelement"	2062	""	18/05/21	"Règlement Espèce"	"Règlement"	"8561"	"8561"		257,319
"pr_regelement"	2822	""	18/05/21	"Règlement Espèce"	"Règlement"	"8562"	"8562"		440,248
"pr_regelement"	2821	""	18/05/21	"Règlement Espèce"	"Règlement"	"8563"	"8563"		646,388
"pr_regelement"	2408	""	18/05/21	"Règlement Espèce"	"Règlement"	"8564"	"8564"		208,7
"pr_regelement"	2835	""	20/05/21	"Règlement Chèque : 6228276"	"Règlement"	"8565"	"8565"		962,196
"pr_regelement"	2838	""	21/05/21	"Règlement Chèque : 7245619"	"Règlement"	"8568"	"8568"		282
"pr_regelement"	2840	""	21/05/21	"Règlement Espèce"	"Règlement"	"8569"	"8569"		632,412
"pr_regelement"	2086	""	21/05/21	"Règlement Espèce"	"Règlement"	"8570"	"8570"		899
"pr_regelement"	2012	""	21/05/21	"Règlement Chèque : 7292173"	"Règlement"	"8571"	"8571"		1000
"pr_regelement"	2012	""	21/05/21	"Règlement Chèque : 7292174"	"Règlement"	"8572"	"8572"		1000
"pr_regelement"	2012	""	21/05/21	"Règlement Chèque : 7292175"	"Règlement"	"8573"	"8573"		1000
"pr_regelement"	2012	""	21/05/21	"Règlement Chèque : 7292176"	"Règlement"	"8574"	"8574"		1000
"pr_regelement"	2012	""	21/05/21	"Règlement Chèque : 7292177"	"Règlement"	"8575"	"8575"		1000
"pr_regelement"	2059	""	27/05/20	"Règlement Chèque : 3159430"	"Règlement"	"6811"	"6811"		500
"pr_regelement"	2059	""	27/05/20	"Règlement Chèque : 3159429"	"Règlement"	"6812"	"6812"		600
"pr_regelement"	2575	""	28/09/20	"Règlement Chèque : 0001849"	"Règlement"	"7354"	"7354"		1200
"pr_regelement"	2578	""	28/09/20	"Règlement Espèce"	"Règlement"	"7355"	"7355"		550,882
"pr_regelement"	1217	""	28/09/20	"Règlement Chèque : 0429622"	"Règlement"	"7356"	"7356"		468,111
"pr_regelement"	1217	""	28/09/20	"Règlement Chèque : 0429623"	"Règlement"	"7357"	"7357"		467,5
"pr_regelement"	1217	""	28/09/20	"Règlement Chèque : 0429624"	"Règlement"	"7358"	"7358"		467,5
"pr_regelement"	1217	""	28/09/20	"Règlement Chèque : 0429625"	"Règlement"	"7359"	"7359"		467,5
"pr_regelement"	489	""	28/09/20	"Règlement Chèque : 0002902"	"Règlement"	"7360"	"7360"		1570,777
"pr_regelement"	489	""	28/09/20	"Règlement Chèque : 0002900"	"Règlement"	"7361"	"7361"		1000
"pr_regelement"	489	""	28/09/20	"Règlement Chèque : 0002901"	"Règlement"	"7362"	"7362"		1148,817
"pr_regelement"	1217	""	28/09/20	"Règlement Chèque : 0429621"	"Règlement"	"7363"	"7363"		634,226
"pr_regelement"	748	""	28/09/20	"Règlement Chèque : 0230685"	"Règlement"	"7364"	"7364"		24434,758
"pr_regelement"	1460	""	28/09/20	"Règlement Chèque : 000000000027"	"Règlement"	"7365"	"7365"		1200
"pr_regelement"	1864	""	28/09/20	"Règlement Chèque : 0221314"	"Règlement"	"7366"	"7366"		2373,2
"pr_regelement"	2581	""	29/09/20	"Règlement Espèce"	"Règlement"	"7367"	"7367"		293
"pr_facture"	3387	""	26/11/25	"Facture PRIME"	"PRIME"	"2025 M 3409"	"21547"	2754,972	
"pr_facture"	4255	""	26/11/25	"Facture PRIME"	"PRIME"	"2025 M 3410"	"21548"	2243,413	
"pr_facture"	1632	""	26/11/25	"Facture PRIME"	"PRIME"	"2025 M 3411"	"21549"	1341,9	
"pr_facture"	4741	""	26/11/25	"Facture PRIME"	"PRIME"	"2025 M 3412"	"21550"	3808,401	
"pr_facture"	4486	""	26/11/25	"Facture PRIME"	"PRIME"	"2025 M 3413"	"21551"	2232,037	
"pr_regelement"	2412	""	29/07/21	"Règlement Chèque : 8212156"	"Règlement"	"8978"	"8978"		498,833
"pr_regelement"	1243	""	29/07/21	"Règlement Chèque : 0000949"	"Règlement"	"8979"	"8979"		787
"pr_regelement"	2513	""	30/07/21	"Règlement Chèque : 0001487"	"Règlement"	"9007"	"9007"		902
"pr_regelement"	2513	""	30/07/21	"Règlement Espèce"	"Règlement"	"9008"	"9008"		999,906
"pr_regelement"	2513	""	30/07/21	"Règlement Chèque : 00001488"	"Règlement"	"9005"	"9005"		1000
"pr_regelement"	1389	""	03/08/21	"Règlement Chèque : 6635146"	"Règlement"	"9010"	"9010"		972,457
"pr_regelement"	1439	""	03/08/21	"Règlement Chèque : 0568165"	"Règlement"	"9025"	"9025"		200
"pr_regelement"	1439	""	03/08/21	"Règlement Espèce"	"Règlement"	"9026"	"9026"		200
"pr_regelement"	1439	""	03/08/21	"Règlement Espèce"	"Règlement"	"9027"	"9027"		283,658
"pr_regelement"	1567	""	04/08/21	"Règlement Espèce"	"Règlement"	"9048"	"9048"		630,884
"pr_regelement"	2937	""	04/08/21	"Règlement Espèce"	"Règlement"	"9051"	"9051"		127,394
"pr_regelement"	2939	""	05/08/21	"Règlement Espèce"	"Règlement"	"9061"	"9061"		72,5
"pr_regelement"	1829	""	06/08/21	"Règlement Virement"	"Règlement"	"9062"	"9062"		4903,928
"pr_regelement"	1034	""	06/08/21	"Règlement Chèque : 00000324"	"Règlement"	"9063"	"9063"		1287,134
"pr_regelement"	2940	""	06/08/21	"Règlement Chèque : 00000"	"Règlement"	"9064"	"9064"		577,981
"pr_regelement"	1289	""	06/08/21	"Règlement Chèque : 3608457"	"Règlement"	"9065"	"9065"		8743
"pr_regelement"	1768	""	06/08/21	"Règlement Espèce"	"Règlement"	"9066"	"9066"		1000
"pr_regelement"	1768	""	06/08/21	"Règlement Espèce"	"Règlement"	"9067"	"9067"		133,123
"pr_regelement"	2942	""	06/08/21	"Règlement Espèce"	"Règlement"	"9068"	"9068"		426,285
"pr_regelement"	2941	""	06/08/21	"Règlement Espèce"	"Règlement"	"9069"	"9069"		30
"pr_regelement"	2166	""	06/08/21	"Règlement Chèque : 4031325"	"Règlement"	"9070"	"9070"		612,816
"pr_regelement"	2944	""	06/08/21	"Règlement Chèque : 3285228"	"Règlement"	"9071"	"9071"		672,989
"pr_regelement"	1217	""	06/08/21	"Règlement Chèque : 3313611"	"Règlement"	"9072"	"9072"		305,476
"pr_regelement"	1217	""	06/08/21	"Règlement Chèque : 3313610"	"Règlement"	"9073"	"9073"		275,507
"pr_regelement"	1840	""	06/08/21	"Règlement Espèce"	"Règlement"	"9074"	"9074"		350
"pr_regelement"	2946	""	09/08/21	"Règlement Espèce"	"Règlement"	"9075"	"9075"		1123
"pr_regelement"	1035	""	09/08/21	"Règlement Chèque : 0000169"	"Règlement"	"9076"	"9076"		1115,844
"pr_regelement"	1043	""	11/08/21	"Règlement Espèce"	"Règlement"	"9077"	"9077"		511,019
"pr_regelement"	1883	""	11/08/21	"Règlement Chèque : 0000799"	"Règlement"	"9078"	"9078"		400
"pr_regelement"	1883	""	11/08/21	"Règlement Chèque : 0000799"	"Règlement"	"9079"	"9079"		400
"pr_regelement"	1883	""	11/08/21	"Règlement Chèque : 0000800"	"Règlement"	"9080"	"9080"		400
"pr_regelement"	1883	""	11/08/21	"Règlement Chèque : 0000802"	"Règlement"	"9081"	"9081"		470,168
"pr_regelement"	775	""	11/08/21	"Règlement Chèque : 0036176"	"Règlement"	"9082"	"9082"		672,63
"pr_regelement"	705	""	11/08/21	"Règlement Chèque : 0039862"	"Règlement"	"9083"	"9083"		2743,528
"pr_regelement"	2234	""	18/02/20	"Règlement Chèque : 0000187"	"Règlement"	"6506"	"6506"		363,038
"pr_regelement"	2362	""	18/02/20	"Règlement Espèce"	"Règlement"	"6507"	"6507"		59,736
"pr_regelement"	2362	""	18/02/20	"Règlement Espèce"	"Règlement"	"6508"	"6508"		620,456
"pr_regelement"	1099	""	19/02/20	"Règlement Espèce"	"Règlement"	"6509"	"6509"		428,912
"pr_regelement"	1668	""	19/02/20	"Règlement Chèque : 7524973"	"Règlement"	"6510"	"6510"		1070,822
"pr_regelement"	1474	""	19/02/20	"Règlement Espèce"	"Règlement"	"6511"	"6511"		67,2
"pr_regelement"	1474	""	19/02/20	"Règlement Espèce"	"Règlement"	"6512"	"6512"		485,961
"pr_regelement"	1692	""	19/02/20	"Règlement Espèce"	"Règlement"	"6513"	"6513"		674,631
"pr_regelement"	2703	""	10/09/21	"Règlement Espèce"	"Règlement"	"9243"	"9243"		100
"pr_regelement"	2977	""	10/09/21	"Règlement Espèce"	"Règlement"	"9244"	"9244"		195,7
"pr_regelement"	2978	""	10/09/21	"Règlement Espèce"	"Règlement"	"9245"	"9245"		187,8
"pr_regelement"	2551	""	10/09/21	"Règlement Chèque : 0000048"	"Règlement"	"9246"	"9246"		429
"pr_regelement"	2551	""	10/09/21	"Règlement Espèce"	"Règlement"	"9247"	"9247"		150
"pr_regelement"	2551	""	10/09/21	"Règlement Virement"	"Règlement"	"9249"	"9249"		500
"pr_regelement"	1413	""	10/09/21	"Règlement Espèce"	"Règlement"	"9252"	"9252"		12581,121
"pr_regelement"	1413	""	10/09/21	"Règlement Espèce"	"Règlement"	"9253"	"9253"		202,916
"pr_regelement"	1413	""	10/09/21	"Règlement Chèque : 5495253"	"Règlement"	"9254"	"9254"		3500
"pr_regelement"	1413	""	10/09/21	"Règlement Chèque : 5495255"	"Règlement"	"9255"	"9255"		3500
"pr_regelement"	1413	""	10/09/21	"Règlement Chèque : 5495255"	"Règlement"	"9256"	"9256"		3500
"pr_regelement"	1413	""	10/09/21	"Règlement Chèque : 5495256"	"Règlement"	"9257"	"9257"		3500
"pr_regelement"	1413	""	10/09/21	"Règlement Chèque : 5495257"	"Règlement"	"9258"	"9258"		3500
"pr_regelement"	1413	""	10/09/21	"Règlement Chèque : 5495258"	"Règlement"	"9259"	"9259"		3500
"pr_regelement"	1413	""	10/09/21	"Règlement Chèque : 5495259"	"Règlement"	"9260"	"9260"		3500
"pr_regelement"	1413	""	10/09/21	"Règlement Chèque : 5495260"	"Règlement"	"9261"	"9261"		3500
"pr_regelement"	1413	""	10/09/21	"Règlement Chèque : 6127743"	"Règlement"	"9262"	"9262"		3700
"pr_regelement"	1413	""	10/09/21	"Règlement Chèque : 6127744"	"Règlement"	"9263"	"9263"		3700
"pr_regelement"	1413	""	10/09/21	"Règlement Chèque : 6127745"	"Règlement"	"9264"	"9264"		3700
"pr_regelement"	1413	""	10/09/21	"Règlement Chèque : 6127746"	"Règlement"	"9265"	"9265"		3700
"pr_regelement"	1413	""	10/09/21	"Règlement Espèce"	"Règlement"	"9266"	"9266"		3700
"pr_regelement"	1413	""	10/09/21	"Règlement Espèce"	"Règlement"	"9267"	"9267"		3700
"pr_regelement"	1413	""	10/09/21	"Règlement Chèque : 6127749"	"Règlement"	"9268"	"9268"		3700
"pr_regelement"	1413	""	10/09/21	"Règlement Chèque : 6127750"	"Règlement"	"9269"	"9269"		3700
"pr_regelement"	1413	""	10/09/21	"Règlement Espèce"	"Règlement"	"9270"	"9270"		4837,846
"pr_regelement"	1476	""	11/09/21	"Règlement Chèque : 0000133"	"Règlement"	"9271"	"9271"		1392,764
"pr_regelement"	2520	""	13/09/21	"Règlement Espèce"	"Règlement"	"9272"	"9272"		732,863
"pr_regelement"	2976	""	13/09/21	"Règlement Chèque : 0103525"	"Règlement"	"9273"	"9273"		3659,258
"pr_regelement"	507	""	13/09/21	"Règlement Chèque : 7350610"	"Règlement"	"9274"	"9274"		454,551
"pr_regelement"	507	""	13/09/21	"Règlement Chèque : 7350611"	"Règlement"	"9275"	"9275"		454,551
"pr_regelement"	507	""	13/09/21	"Règlement Chèque : 7350612"	"Règlement"	"9276"	"9276"		454,551
"pr_regelement"	507	""	13/09/21	"Règlement Chèque : 7350613"	"Règlement"	"9277"	"9277"		454,551
"pr_regelement"	507	""	13/09/21	"Règlement Chèque : 7350614"	"Règlement"	"9278"	"9278"		454,554
"pr_regelement"	2979	""	13/09/21	"Règlement Espèce"	"Règlement"	"9279"	"9279"		677,56
"pr_regelement"	2548	""	13/09/21	"Règlement Espèce"	"Règlement"	"9280"	"9280"		225,54
"pr_regelement"	983	""	13/09/21	"Règlement Chèque : 0124485"	"Règlement"	"9281"	"9281"		645
"pr_regelement"	983	""	13/09/21	"Règlement Chèque : 0124486"	"Règlement"	"9282"	"9282"		250
"pr_regelement"	983	""	13/09/21	"Règlement Chèque : 0124487"	"Règlement"	"9283"	"9283"		250
"pr_regelement"	510	""	15/12/20	"Règlement Chèque : 0001455"	"Règlement"	"7748"	"7748"		2378,132
"pr_regelement"	2673	""	15/12/20	"Règlement Virement"	"Règlement"	"7749"	"7749"		1500
"pr_facture"	3954	""	11/11/25	"Facture PRIME"	"PRIME"	"2025 M 3199"	"21337"	2661,862	
"pr_facture"	4950	""	11/11/25	"Facture PRIME"	"PRIME"	"2025 M 3200"	"21338"	329,391	
"pr_facture"	3943	""	11/11/25	"Facture PRIME"	"PRIME"	"2025 M 3201"	"21339"	439,24	
"pr_facture"	3841	""	11/11/25	"Facture PRIME"	"PRIME"	"2025 M 3202"	"21340"	1134,2	
"pr_facture"	572	""	11/11/25	"Facture PRIME"	"PRIME"	"2025 M 3203"	"21341"	3608	
"pr_facture"	4951	""	11/11/25	"Facture PRIME"	"PRIME"	"2025 M 3204"	"21342"	397,295	
"pr_facture"	4952	""	11/11/25	"Facture PRIME"	"PRIME"	"2025 M 3205"	"21343"	553,128	
"pr_facture"	1888	""	12/11/25	"Facture PRIME"	"PRIME"	"2025 M 3208"	"21346"	11920	
"pr_facture"	2108	""	12/11/25	"Facture PRIME"	"PRIME"	"2025 M 3210"	"21348"	22185,482	
"pr_facture"	4953	""	12/11/25	"Facture PRIME"	"PRIME"	"2025 M 3211"	"21349"	18,2	
"pr_facture"	934	""	12/11/25	"Facture PRIME"	"PRIME"	"2025 M 3213"	"21351"	1143,003	
"pr_facture"	4350	""	12/11/25	"Facture PRIME"	"PRIME"	"2025 M 3214"	"21352"	418,315	
"pr_facture"	4954	""	13/11/25	"Facture PRIME"	"PRIME"	"2025 M 3216"	"21354"	181,78	
"pr_facture"	4957	""	14/11/25	"Facture PRIME"	"PRIME"	"2025 M 3221"	"21359"	2288,71	
"pr_facture"	4617	""	14/11/25	"Facture PRIME"	"PRIME"	"2025 M 3222"	"21360"	187,48	
"pr_facture"	4959	""	15/11/25	"Facture PRIME"	"PRIME"	"2025 M 3224"	"21362"	374,777	
"pr_facture"	3728	""	17/11/25	"Facture PRIME"	"PRIME"	"2025 M 3236"	"21374"	12551,471	
"pr_facture"	4961	""	18/11/25	"Facture PRIME"	"PRIME"	"2025 M 3238"	"21376"	18,2	
"pr_facture"	4962	""	18/11/25	"Facture PRIME"	"PRIME"	"2025 M 3239"	"21377"	18,2	
"pr_facture"	3571	""	18/11/25	"Facture PRIME"	"PRIME"	"2025 M 3243"	"21381"	4025,192	
"pr_facture"	3493	""	18/11/25	"Facture PRIME"	"PRIME"	"2025 M 3251"	"21389"	1865,945	
"pr_facture"	3593	""	19/11/25	"Facture PRIME"	"PRIME"	"2025 M 3269"	"21407"	955,984	
"pr_facture"	3374	""	28/07/25	"Facture PRIME"	"PRIME"	"2025 M 2122"	"20260"	6663	
"pr_facture"	3374	""	28/07/25	"Facture PRIME"	"PRIME"	"2025 M 2123"	"20261"	11203	
"pr_facture"	2350	""	28/07/25	"Facture PRIME"	"PRIME"	"2025 M 2124"	"20262"	6700	
"pr_facture"	3271	""	28/07/25	"Facture PRIME"	"PRIME"	"2025 M 2125"	"20263"	2800	
"pr_facture"	1549	""	28/07/25	"Facture PRIME"	"PRIME"	"2025 M 2126"	"20264"	3618	
"pr_facture"	2455	""	28/07/25	"Facture PRIME"	"PRIME"	"2025 M 2127"	"20265"	11640	
"pr_facture"	3464	""	28/07/25	"Facture PRIME"	"PRIME"	"2025 M 2128"	"20266"	5488	
"pr_facture"	3467	""	28/07/25	"Facture PRIME"	"PRIME"	"2025 M 2129"	"20267"	2240	
"pr_facture"	3665	""	28/07/25	"Facture PRIME"	"PRIME"	"2025 M 2130"	"20268"	64264	
"pr_facture"	3679	""	28/07/25	"Facture PRIME"	"PRIME"	"2025 M 2131"	"20269"	8550	
"pr_facture"	3709	""	28/07/25	"Facture PRIME"	"PRIME"	"2025 M 2132"	"20270"	3890	
"pr_facture"	3944	""	28/07/25	"Facture PRIME"	"PRIME"	"2025 M 2133"	"20271"	16060	
"pr_facture"	4798	""	28/07/25	"Facture PRIME"	"PRIME"	"2025 M 2134"	"20272"	3173,381	
"pr_facture"	4799	""	28/07/25	"Facture PRIME"	"PRIME"	"2025 M 2135"	"20273"	1194,384	
"pr_facture"	3382	""	25/12/25	"Facture PRIME"	"PRIME"	"2025 M 3788"	"21926"	364,259	
"pr_facture"	3631	""	25/12/25	"Facture PRIME"	"PRIME"	"2025 M 3789"	"21927"	5404,258	
"pr_facture"	2092	""	25/12/25	"Facture PRIME"	"PRIME"	"2025 M 3791"	"21929"	1166,165	
"pr_facture"	4027	""	25/12/25	"Facture PRIME"	"PRIME"	"2025 M 3792"	"21930"	604,517	
"pr_facture"	4475	""	25/12/25	"Facture PRIME"	"PRIME"	"2025 M 3793"	"21931"	1539,845	
"pr_facture"	4485	""	25/12/25	"Facture PRIME"	"PRIME"	"2025 M 3794"	"21932"	290,773	
"pr_facture"	5000	""	25/12/25	"Facture PRIME"	"PRIME"	"2025 M 3795"	"21933"	1479,966	
"pr_facture"	5001	""	25/12/25	"Facture PRIME"	"PRIME"	"2025 M 3796"	"21934"	18	
"pr_facture"	1593	""	25/12/25	"Facture PRIME"	"PRIME"	"2025 M 3797"	"21935"	181,78	
"pr_facture"	3625	""	25/12/25	"Facture PRIME"	"PRIME"	"2025 M 3798"	"21936"	697,25	
"pr_facture"	4882	""	25/12/25	"Facture PRIME"	"PRIME"	"2025 M 3799"	"21937"	1895,8	
"pr_facture"	1169	""	25/12/25	"Facture PRIME"	"PRIME"	"2025 M 3801"	"21939"	1746,032	
"pr_facture"	3840	""	25/12/25	"Facture PRIME"	"PRIME"	"2025 M 3802"	"21940"	1905,712	
"pr_facture"	3240	""	25/12/25	"Facture PRIME"	"PRIME"	"2025 M 3803"	"21941"	2200,905	
"pr_facture"	596	""	25/12/25	"Facture PRIME"	"PRIME"	"2025 M 3805"	"21943"	13136,62	
"pr_regelement"	1829	""	11/02/20	"Règlement Chèque : 3949605"	"Règlement"	"6463"	"6463"		4784,226
"pr_regelement"	786	""	10/02/20	"Règlement Traite"	"Règlement"	"6462"	"6462"		17401,404
"pr_regelement"	563	""	11/02/20	"Règlement Chèque : 1332241"	"Règlement"	"6464"	"6464"		1606,19
"pr_regelement"	1159	""	11/02/20	"Règlement Espèce"	"Règlement"	"6465"	"6465"		361,4
"pr_regelement"	839	""	11/02/20	"Règlement Chèque : 5395703"	"Règlement"	"6466"	"6466"		250
"pr_regelement"	839	""	11/02/20	"Règlement Chèque : 5395704"	"Règlement"	"6467"	"6467"		250
"pr_regelement"	839	""	11/02/20	"Règlement Chèque : 5395705"	"Règlement"	"6468"	"6468"		250
"pr_regelement"	839	""	11/02/20	"Règlement Chèque : 5395706"	"Règlement"	"6469"	"6469"		250
"pr_regelement"	839	""	11/02/20	"Règlement Chèque : 5395707"	"Règlement"	"6470"	"6470"		250
"pr_regelement"	839	""	11/02/20	"Règlement Chèque : 5395708"	"Règlement"	"6471"	"6471"		250
"pr_regelement"	839	""	11/02/20	"Règlement Chèque : 5395709"	"Règlement"	"6472"	"6472"		250
"pr_regelement"	839	""	11/02/20	"Règlement Chèque : 5395710"	"Règlement"	"6473"	"6473"		250
"pr_regelement"	839	""	11/02/20	"Règlement Chèque : 5395711"	"Règlement"	"6474"	"6474"		250
"pr_regelement"	839	""	11/02/20	"Règlement Chèque : 5395712"	"Règlement"	"6475"	"6475"		145,666
"pr_regelement"	2358	""	12/02/20	"Règlement Chèque : 5297877"	"Règlement"	"6476"	"6476"		588,305
"pr_regelement"	1160	""	12/02/20	"Règlement Chèque : 4443364"	"Règlement"	"6477"	"6477"		1434,64
"pr_regelement"	1994	""	13/02/20	"Règlement Chèque : 6298733"	"Règlement"	"6478"	"6478"		820
"pr_regelement"	1994	""	13/02/20	"Règlement Chèque : 6298734"	"Règlement"	"6479"	"6479"		820
"pr_regelement"	1994	""	13/02/20	"Règlement Chèque : 6298735"	"Règlement"	"6480"	"6480"		827
"pr_regelement"	2319	""	07/01/20	"Règlement Chèque : 6020156"	"Règlement"	"6316"	"6316"		393,577
"pr_regelement"	2029	""	07/01/20	"Règlement Chèque : 8388538"	"Règlement"	"6317"	"6317"		11279,82
"pr_regelement"	2320	""	07/01/20	"Règlement Espèce"	"Règlement"	"6318"	"6318"		45,5
"pr_regelement"	1623	""	07/01/20	"Règlement Espèce"	"Règlement"	"6319"	"6319"		295,472
"pr_regelement"	2321	""	07/01/20	"Règlement Espèce"	"Règlement"	"6320"	"6320"		461,236
"pr_regelement"	542	""	07/01/20	"Règlement Espèce"	"Règlement"	"6321"	"6321"		236,077
"pr_regelement"	2271	""	07/01/20	"Règlement Chèque : 0000074"	"Règlement"	"6322"	"6322"		1699,8
"pr_regelement"	489	""	10/01/20	"Règlement Chèque : 0002663"	"Règlement"	"6325"	"6325"		1102,148
"pr_regelement"	1242	""	10/01/20	"Règlement Chèque : 0000257"	"Règlement"	"6326"	"6326"		1392,052
"pr_regelement"	1762	""	10/01/20	"Règlement Chèque : 0739698"	"Règlement"	"6327"	"6327"		1369,153
